hash,dungeon_id,keystone_level,duration,timestamp,faction,members
a3af9f3b6fe8ddd337cbabaee6b87bd638bf82b952dd11f782ef2302f88cd8b6,247,7,1987644,1742219481000,ALLIANCE,1dffe87a4e1e5dbf67445f37310795567e7859fdf4ca7a7e0f5fe8ab5c3fcfbe;dd9b447cf47e95d569626b6a4e8aaa5d0ba2d29d53dd8d7b87cd56cd995663b7;33b691f5d43609a40e38257ddee37318799d1853fd522eee974902e7c04cff67;e04af5d8522d18cc289fdbb601ac8ea5237391685b4b765ea9100199e575ac98;4ce46b8fcd7fb7c85b1a15831cfab8d627ed26f1f44410dee0222eca4710f62b
49f28539bafce6cdfb13d0a6a597dbffb03bf003c9e29648311f05287181e734,247,7,2010234,1742157280000,ALLIANCE,d40c1b68ca6471234d61596b93405ecd84c5caebb39a3a83ca5329a8e78eadbf;be0c9c1bfc23952370e77220f38eaf3cb281aded435c9ebe3d08908dbe431ac7;99d3a22dc1bbf8d89411f30fbf623f287115715afde4003e8e37480c53345aee;e24ee4840d9918fd4ef08e309dc62eafd8b49e8470c27cf32d5c18ef26377f60;02af3e77eb6bcf8eacb5d01716ddc634c87988bec062f82571c5a6d78721107a
4e552d66391e98c343e808bb03745d39476ba3acb6a01505a921c4f51ca543b4,247,7,2105383,1742300130000,ALLIANCE,ab0a01533884c209e81688c2ff5bb6add8d7d330bf66fa3723ac286ab6983ea9;16071c5ba1725ccd93516c2e8ab187e645d9c854d2fd5634607c001ffb4f740e;30dd21e8d0b33989cc4194e89c2c2509925f0766283e2a3d2cab0a5adbc480c1;0ce81ee424b976e1b36dfe026e3368f9732b062276324dc8ee158a929c893d00;8aaa6aa8fcd8ffe56fcc0ab66eb69f5d1e5609cdc64baa1074db78242496782f
7ff3e3d501c525c2a41020301168d06dc1b134d68af4ba68722a4ba5af1aee7f,247,7,2115777,1742266577000,ALLIANCE,16fc4d3b554a3215f7924d61d301ecf1e043221feddf1af5c12421739ba76cb0;e1beb5434759dbfe1910fd4def3251344abe8ead860841aeb5eeb96fdba8a249;74498735d07060d35b9aa823c8981f34884b6a32736b0e9ddae28c6ca4c4eee1;37ea33540df18c61d34c19c052d7b46f43b7a9192d65c2b8f49d284ae5afc5dc;04c9ba2f7392ccd39bf196dd78c249a05634d04c8b94d23d03aed667d500e0e9
dbbb88fb0834650855381f3059063ee63c5437aea68a72ab3562848c0ae88bbc,247,7,2299380,1741916787000,HORDE,17b70c1aa353a6aa53aad2ed425a4c03ac666655c78d858fc3af3341c4531b5d;4f5b8a16dc57105137f9d1bd1e58604609e4993ed81c2b8be66cb65294ee15e1;c7774b95fdafd25c69e7de4f855c7f408bb5acba2652f430a8183ea908d149fb;68d6e888675cddf8bb74bff1d54229d7aab13821796ab6623743f3cab58b237b;a1c67eb499c6080d9d1bd4504e3f78f28c41dea9962daaab485f7d977c8c0524
29f96a8507906f67c462baa03441ab01b9b0689cf4e544fa09068ab0bf371c84,247,7,2366134,1742297996000,ALLIANCE,ce2fded1e09e119d587676ef605db594732d1edfd70d17b618897cfc8989e2e4;9a5f7deba07f19dceefe2fbc5f7b9e671b4c89bf9616df9f8f0e38bf12c302aa;e7bdbe3c7582bced27c9b9b62c17ed5c7c5d1c3567177dd2e248f39d91c6c10d;33b691f5d43609a40e38257ddee37318799d1853fd522eee974902e7c04cff67;0e51a740924b43c3af1365563a39a1b5592300ded79e7e547cd8cb6b43065268
e1bbd5a021420fa7f72a4e57c1cf3fdf83031f53bd5ccf8d7ed8e44008c41601,247,7,2408942,1742153282000,HORDE,8ce5a570b19280b35bc8a35778a34f07b6284eacc5c78760f9893ceb1c4d81ac;669ca959e567020d4dbf9042d4bdd86c4f4f3e5ce79d3d74404ea2891cb9632c;e24ee4840d9918fd4ef08e309dc62eafd8b49e8470c27cf32d5c18ef26377f60;961c1510880e86ea4241f2d6c3d0aae3eebd0657387f11bc94f6af1f32569a55;27c370b126f79954997815659f9d5bd3748f1b500cf1df40af65dfcbd1c54764
cc9272fe781c8cdcc81a7c527a32bf7bec365dd6be6fbd2afa07391c90eea7e9,247,7,2409617,1741712562000,ALLIANCE,9c38982bec88caf01e7373293d95e4f763fdaa2778b91b815e060ebd83c3c076;08f85a76ce7e2ec9096dab2418dcf4ac053fd45e951713580bd20d17f740a786;16299273e08ec924e5b8a1bf0af9427679dbbe520e879dbd5575e3e153c4bfbb;f4a898a948641c013f6347d4f00f6892c81295e619461226deb1883608725afd;f25bdf9aa39983ec8712d8707500300567784be9aa2e2603a4e26c671ec8168b
3fcef944e47bf4635acb5a435185cbac7a6b72ea332fdbfd22d5f3a0ec5f4734,247,7,3255286,1742177129000,ALLIANCE,27c7b062cd15b6bf0642f5fa3d824b7c7d3057fd46972522d2faaab14ed210ba;1819d7e0aa0d2186f11b20a61b6a43d8f3c1181c1ed0c1e28fedd6de5e18538f;f9d38eb7bb8c111de02d76d57751723395b16fc8afc7471ce3a43870f70e4239;83e75a9de8f4ae049eaf101c8554cacff7e1f1fd9e2addcf4d9e1a90c1565a94;c43afc9fb327a880fdd36962fb8684fa73f8c3fab1a15bb278afb377c9d87826
06547eb9c771a9d570c49786e83a024b230cc9ee74680d9232969d761da2d788,247,6,1153172,1742175353000,ALLIANCE,abbc40ce7330d0fa9173527c1dafc3a47d30a44b65c44f4a1644308d3706709a;d13c8efebc0b71427ea710dc2c51991f4783921436ba48236dd09315d06effc1;33ba08a927f524df45fb994d72ca4cc48d370711a10a2d8bf75de0361147682e;d362238c5ac09ade9b032006e7c16dc13a3dd2456a281221cec578d6856ead49;3c5bcf3f57f97924b3906c442da052f0938ea546f85a09ba58ae7bef89d5ea23
5c618377237fc4445f2b408bd6683d13232f5d89d71a70f138d0120c61711b6c,247,6,1187797,1742143928000,HORDE,98bddf50f25288f0a0ae23feeba02a59e600578ba9138c6f5b7905731903e2b0;db2b89beca452aefdf3c837ff0dc720c5b8709ea4b71bffd190a03f55262b43b;08cf3e8135c18c1520279d7b9c2223b98cbb15fe1e7df9bb588004ac593176dd;e24ee4840d9918fd4ef08e309dc62eafd8b49e8470c27cf32d5c18ef26377f60;6a2a88d843b881f5567ff7b9f3555959e6621eee4bd1719dc58ac41976c2596f
540a7678adda8f2c30d7b2052d84b107037c627e4391f1409fd450dd4e2f4ff5,247,6,1206302,1741890020000,ALLIANCE,ae5308314339cbc1abfe1bc9a1e52e7fd153776046095a9322d621ccee376c27;cd4d9dbf89452dac86de1fc8e5064f0b47e35eafabb6d20bb1282eaa4d949b88;813ab55a266777ea5524347f8485eb9b7f814dfeefa3634bd9fe158b49831380;d3094131424a2c831f4226b3046a7eef9b6e6dc3bc8810441dae8545de23fafa;ca304148dd981444ae6db3c000abfc12664b6538034516c883a5c8c8ac3823db
a7072b769c66148ecedaa6af9cd995efebe69c903acb1450a50790c76087f3cd,247,6,1210174,1741996804000,ALLIANCE,a46ebaf4161bd038bf213577cb57afe6f6305d7ad5705f1095e29ecde33967e4;a2c62a6b57939d5c10fd5ace7d5920e897e998df79875e6f1b2d6221e18e08bb;2795b19f38f3258295685087d8270e52e301a25f1b7cc9598c922fbd1545d7d4;b15c83ebc58e3faccd954aa0411df20c383c874083a9996bbd385a2e304d6cd4;11e8c24188264d514dfa59ac04dd68351fdb876c3ceb1cb2087d13dcd4d975ce
88f6588551df84adcad303fa9a3a569305a4cb82530bcf6a663dd8dc98da4797,247,6,1212270,1741924182000,ALLIANCE,44062de993091a3dad09a322986bb664668d23d7c8670b19e6b65310d438c9df;86c0faa0dea21650fb97a46f9e8b8ca542e537ec26135c51e5a08821f5544d09;6d04fc3129d95d8d151ce4c42883067039a657774480ffe1bd2848595db67d90;2f8eb0f5f721674e12e530771e426d8eaa35430404f07163af22759e5d212cfb;cf91669b20e741dac0f8b9c3248a8731ee22d6d36865c7f3af50cbd5f4c3f663
d3d5904cbde37c6c399dc1fd1a59091e40454327cd1016efbfe166acf6dfff7a,247,6,1296239,1742095278000,HORDE,7eab6712924388d10e87e6ada6136a58e4ba83885bb58d99a65ff0721113f318;d3094131424a2c831f4226b3046a7eef9b6e6dc3bc8810441dae8545de23fafa;ff5941c7d7e7d1ea79238c6255cdb05d92ae7111922049639363c6bad484e82f;37a585ed68f037d7bfc70e949a04bdc53189c1e04d7d79964d9048ff01d2da10;ac9e7d33364d6ec451f875fce7be2834011320c543e52d751a69af7b3a4e9d7c
dada3be4b601af1a8ee18464a4977e3dc737ef9895cc135a6b3580890f609ac6,247,6,1318138,1742102317000,ALLIANCE,abbc40ce7330d0fa9173527c1dafc3a47d30a44b65c44f4a1644308d3706709a;18b662c35ae0207644e4c416362fdd5cfec1bb32436ab01d53c2ce8d96a6c7bf;c58c8e1b3cd562814c978037e7c840f6eb0e8344027dd9a86b4b81e42c4afd65;42cd954274cc26aaab39dd40a97f40c25938f88cc5344f06d79020e9170b3d97;d362238c5ac09ade9b032006e7c16dc13a3dd2456a281221cec578d6856ead49
4e80bf9c02e5b612e2cb9a5f988b94c41820950165fec3a87a7b354ff7ee0d39,247,6,1351173,1742229798000,HORDE,a308276eaffc7afc5deb661ffffa9807272b309736c7fc0f6ce73b6c10c1d82f;e24ee4840d9918fd4ef08e309dc62eafd8b49e8470c27cf32d5c18ef26377f60;e1cf8c4924ca99a5c9789a458416fbc77c636f0621be78698ed2a07beb367cea;1e72d78b4b82618ccd9c8809dbea4b55439105bb803ab2a1d83250c249f97bc2;dada81b94e5b7e6a5f9c7d7c6af5ae991fe235e762f46424ea3b92c22799e850
8b4c65086211be0a43678d6688189d2dc2f94b78cb28ebf949915e76da371a6d,247,6,1363671,1742269013000,ALLIANCE,f63bd3d83a984393b73b89514ab3e2182129471eb32e346a933cd656e362b9be;141203fca8b7299d9f2402fe3dae2a7729650495c3f97a4db0ecfbf850a5b1a5;c029b4c36c02df5465d7d5dcd4d0b284a529c34de364c7233fcc0967f3ae1f8e;f6f59b1b755ec078a3b8652c02a55853cbc9ea6a086c80bedf60a595ddb04623;63b57d00f468ead26b5286dfb041834e50066e7a63ad0113977bb5bb6fb08b59
6cb2a330fff47fc007d148655a75ffad7da8c5b2ce5077939237186259bd9f58,247,6,1379000,1742139436000,HORDE,e4a89b71227ed596c930f9da2fabada37b14c9d76747e0eac5d4d41cecfb4362;e24ee4840d9918fd4ef08e309dc62eafd8b49e8470c27cf32d5c18ef26377f60;ea64e3d010d5eda15809ace36a7d590d98cbbef8795f16ef906b2c6d9752ade0;a7a84037a68c60cf2e6e101e751b0d4ad763b408901702af821dbd2c03d6a15e;7860806352d535a8b28c9a25ef28b08140f38e0c00f820740b225033a32cef96
3ae6524ea850b42e4bab43c250ea885bda7677aa57149cf65b40a6dbd7e62d00,247,6,1411232,1741821702000,HORDE,2c75625991753464eba575f58d5c724adeeae64bff63871a54183d45434ad819;a526b2ad03b993c5c041ae0dfa06df02dd8ccfad1fc34285458e6afb4ecdb43a;39d8069619f9882ea225d025935213717f41dd4974772ce750a1af949e127fd4;e40e50cebc68e8d3e7155b2c610c02e851445496d3cc10db156d00b7cde61d32;58c97e0f4360931400d7d01699c6de471726de8e5acb7f6b8b66e00e2ba576b2
